code,first_name,second_name,web_name,whoscored
96787,Mohamed,Elyounoussi,Elyounoussi,141732
96994,Bobby,De Cordova-Reid,De Cordova-Reid,134332
97032,Virgil,van Dijk,Virgil,95408
97296,Tommie,Hoban,Hoban,101373
97299,John,Stones,Stones,101374
97485,Kevin,Wimmer,Wimmer,101550
97615,Mike,van der Hoorn,van der Hoorn,101605
98745,Héctor,Bellerín,Bellerín,125211
98747,Nick,Pope,Pope,105720
98770,Ørjan,Nyland,Nyland,39187
98914,Guido,Carrillo,Carrillo,125379
98980,Emiliano,Martínez Romero,Martinez,102248
99323,Lazar,Markovic,Markovic,105577
100059,Alberto,Moreno,Moreno,113275
100180,Danilo Luiz,da Silva,Danilo,88300
100412,André,Carrillo,Carrillo,97635
100649,Bernard,Anício Caldeira Duarte,Bernard,101642
101061,Philip,Heise,Heise,132922
101105,Joe,Bryan,Bryan,134331
101148,Jamaal,Lascelles,Lascelles,105171
101178,James,Ward-Prowse,Ward-Prowse,105172
101179,Lloyd,Isgrove,Isgrove,130330
101184,Calum,Chambers,Chambers,124316
101188,Lucas,Digne,Digne,89925
101338,Marcel,Sabitzer,Sabitzer,92051
101394,Okay,Yokuslu,Yokuslu,93805
101537,Felipe Anderson,Pereira Gomes,Felipe Anderson,93026
101582,Frederico,Rodrigues de Paula Santos,Fred,114397
101668,Jamie,Vardy,Vardy,106981
101982,Sam,Johnstone,Johnstone,105603
102057,Raúl,Jiménez Rodríguez,Raúl,108186
102366,Moritz,Bauer,Bauer,103536
102380,Antonio,Rüdiger,Rüdiger,104010
102549,Adam,Davies,A.Davies,10894
102738,Giannelli,Imbula,Imbula,81959
102747,Djibril,Sidibé,Sidibé,10454
102826,Benjamin,Mendy,Mendy,105962
102884,Paulo,Gazzaniga Farias,Gazzaniga,104732
103025,Riyad,Mahrez,Mahrez,104749
103123,Sébastien,Haller,Haller,236544
103127,Molla,Wagué,Wagué,105339
103192,Kurt,Zouma,Zouma,106086
103912,Jordon,Ibe,Ibe,105797
103914,Charlie,Taylor,Taylor,107462
103955,Raheem,Sterling,Sterling,97692
104047,Pelly Ruddock,Mpanzu,Mpanzu,135717
104073,Joe,Ralls,Ralls,108093
104542,Loris,Karius,Karius,107176
104545,Tommy,Smith,Smith,135837
104547,Dwight,Gayle,Gayle,118326
104953,Christian,Atsu,Atsu,96257
105377,Ezgjan,Alioski,Alioski,137161
105666,Jack,Butland,Butland,107395
105700,Davide,Zappacosta,Zappacosta,141312
105717,Arthur,Masuaku,Masuaku,122980
106449,Kevin,Stewart,Stewart,107846
106450,Alex,Pritchard,Pritchard,107848
106468,Álex,Moreno Lopera,Alex Moreno,135374
106603,Ezekiel,Fryers,Fryers,107942
106606,Massimo,Luongo,Luongo,110555
106611,Michael,Keane,Keane,107941
106617,Patrick,Bamford,Bamford,109670
106618,Paul,Dummett,Dummett,112009
106757,Jürgen,Locadia,Locadia,107622
106760,Luke,Shaw,Shaw,118244
106824,Memphis,Depay,Depay,110154
106837,Dennis,Praet,Praet,106413
106899,Roque,Mesa,Mesa,108176
107265,Angus,Gunn,Gunn,318896
107613,Romain,Saïss,Saïss,236519
108053,Conor,Townsend,Townsend,108640
108093,Luciano,Vietto,Vietto,125543
108156,Björn,Engels,Engels,108493
108411,Dan,Potts,Potts,108630
108413,Will,Hughes,Hughes,108638
108416,John,Egan,Egan,108632
108438,Sandro,Ramírez,Sandro,135242
108796,Tom,Lockyer,Lockyer,134360
108813,Christian,Walton,Walton,140906
108823,Dele,Alli,Dele,131519
108824,Brendan,Galloway,Galloway,131523
109065,Davy,Klaassen,Klaassen,108860
109322,Jesse,Lingard,Lingard,109000
109345,Solly,March,March,122926
109434,Terence,Kongolo,Kongolo,109117
109528,Javier,Manquillo Gaitán,Manquillo,109227
109533,Emerson,Palmieri dos Santos,Emerson,101955
109638,Kean,Bryan,Bryan,318890
109646,Tosin,Adarabioyo,Tosin,136464
109745,Kepa,Arrizabalaga Revuelta,Arrizabalaga,113880
109788,João Mário,Naval Costa Eduardo,João Mário,125476
109999,Ibrahima,Cissé,Cissé,109479
110504,Bertrand,Traoré,Traoré,109807
110735,Adam,Webster,Webster,109922
110979,Sadio,Mané,Mané,109915
111234,Jordan,Pickford,Pickford,110189
111291,Fernando,Marçal,Marçal,121718
111317,David,Brooks,Brooks,295084
111452,Odysseas,Vlachodimos,Odysseas,110273
111457,Sead,Kolasinac,Kolasinac,110260
111478,Joël,Veltman,Veltman,110290
111773,Emil,Krafth,Krafth,100599
111782,Robin,Olsen,Olsen,41554
111787,Modou,Barrow,Barrow,248351
111847,Adama,Diomande,Diomande,243562
111931,Ricardo,Barbosa Pereira,Ricardo,120763
112316,Jakob,Haugaard,Haugaard,298599
112338,Emre,Can,Can,111212
112507,Jack,Rose,Rose,260780
112516,Isaiah,Brown,Brown,127119
112520,Alex,Palmer,Palmer,280770
113534,Matt,Macey,Macey,254550
113564,Sam,Byram,Byram,118303
113688,Oumar,Niasse,Niasse,111141
114000,George,Honeyman,Honeyman,278129
114093,Matthew,Pennington,Pennington,141451
114128,Jonathan,Castro Otto,J.Otto,115917
114241,Harry,Toffolo,Toffolo,298659
114243,Jacob,Murphy,J.Murphy,141486
114245,Josh,Murphy,Murphy,136783
114283,Jack,Grealish,Grealish,113069
114536,Ryan,Inniss,Inniss,113249
115357,Mouez,Hassen,Hassen,116615
115382,Neal,Maupay,Maupay,119822
115556,Ben,Davies,Davies,103837
115854,Duncan,Watmore,Watmore,141512
115858,Rachid,Ghezzal,Ghezzal,95423
115918,Rúnar Alex,Rúnarsson,Rúnarsson,141841
116216,Leandro,Trossard,Trossard,113994
116404,Felipe Augusto,de Almeida Monteiro,Felipe,102173
116535,Alisson,Becker,A.Becker,114147
116543,Valentino,Lazaro,Lazaro,114323
116594,N'Golo,Kanté,Kanté,114075
116643,Fabio Henrique,Tavares,Fabinho,115916
118342,Mark,Flekken,Flekken,115131
118748,Mohamed,Salah,M.Salah,108226
118884,Erik,Durm,Durm,115165
119471,Fabian,Schär,Schär,82726
119765,Allan,Marques Loureiro,Allan,82438
120202,Wout,Weghorst,Weghorst,115479
120250,André,Tavares Gomes,André Gomes,118123
120447,Bradley,Smith,Brad Smith,141414
120721,Kevin,Mbabu,Mbabu,115230
121145,João,Cavaco Cancelo,João Cancelo,128967
121160,Ederson,Santana de Moraes,Ederson M.,121774
121221,Ramiro,Funes Mori,Funes Mori,121454
121570,Julian,Jeanvier,Jeanvier,120000
121599,Abdoulaye,Doucouré,A.Doucoure,116317
121709,Walter,Benítez,Benitez,130304
122074,Marcus,Bettinelli,Bettinelli,135768
122342,Emerson,Hyndman,Hyndman,231119
122411,Cameron,Burgess,Burgess,231118
122775,Morgan,Sanson,Sanson,115508
122797,Callum,Paterson,Paterson,253843
122798,Andrew,Robertson,Robertson,115726
122806,John,McGinn,McGinn,318449
123125,Viktor,Fischer,Fischer,101862
123354,Kortney,Hause,Hause,134207
124165,Patrick,Roberts,Roberts,136462
124183,Hakim,Ziyech,Ziyech,115868
126184,Nathan,Aké,Aké,122945
126187,Ruben,Loftus-Cheek,Loftus-Cheek,255777
126407,Nabil,Bentaleb,Bentaleb,137521
128198,Sofiane,Boufal,Boufal,234363
128295,Christian,Nørgaard,Nørgaard,101856
128309,Jamal,Lowe,Lowe,362126
128340,Kieffer,Moore,Moore,133190
128348,Ibrahim,Amadou,Amadou,118885
128389,Aleksandar,Mitrović,Mitrović,115279
130025,Luis,Hernández,Hernández,294139
130036,Ozan,Tufan,Tufan,115639
130103,Hiram,Boateng,Boateng,135732
131304,William,Troost-Ekong,Troost-Ekong,133400
131403,Rhys,Healey,Healey,119026
131897,Mathew,Ryan,Ryan,81523
132015,Pierre-Emile,Højbjerg,Højbjerg,101859
133085,Lawrence,Vigouroux,Vigouroux,137804
133801,Jerome,Sinclair,Sinclair,274630
133845,Emiliano,Marcondes,Marcondes,115085
134383,Connor,Randall,Randall,296522
135363,Andreas,Christensen,Christensen,130331
135365,Jeremie,Boga,Boga,280766
135720,Kevin,Danso,Danso,330816
138001,Tom,King,King,243164
138009,Sullay,Kaikai,Kaikai,260451
139110,Ondrej,Duda,Duda,115257
140200,Thomas,Strakosha,Strakosha,121480
141020,Max,Meyer,Meyer,124598
141569,Léo,Bonatini,Bonatini,137269
141746,Bruno,Borges Fernandes,B.Fernandes,123761
143877,Alexander,Sørloth,Sørloth,302497
144485,Ivan,Toney,Toney,134240
144660,Didier,Ndong,Ndong,149599
145235,José Ángel,Esmorís Tasende,Angeliño,255089
146426,Oluwasemilogo Adesewo Ibidapo,Ajayi,Ajayi,247815
146610,Jack,O'Connell,O'Connell,134473
146941,Aymeric,Laporte,Laporte,122117
147303,Laurent,Depoitre,Depoitre,106880
147611,Paul,Onuachu,Onuachu,122182
147612,Richairo,Zivkovic,Zivkovic,122206
147675,Chuba,Akpom,Akpom,122294
148179,Enner,Valencia,Valencia,83895
148225,Anthony,Martial,Martial,122366
148508,Mahmoud Ahmed,Ibrahim Hassan,Trézéguet,313545
149016,Lynden,Gooch,Gooch,294849
149051,Ethan,Robson,Ethan Robson,332124
149065,José,Malheiro de Sá,José Sá,122714
149266,Alfie,Mawson,Mawson,135727
149468,Tyias,Browning,Browning,123138
149484,Tyrone,Mings,Mings,123167
149519,Maxwel,Cornet,Cornet,125004
149736,Chancel,Mbemba,Mbemba,104368
149828,Islam,Slimani,Slimani,108055
149915,Diego,Llorente,Llorente,123232
149929,Wes,Burns,Burns,135729
151086,Mario,Lemina,Mario Jr.,123481
151119,DeAndre,Yedlin,Yedlin,126958
151589,Leander,Dendoncker,Dendoncker,124106
152551,Jefferson,Lerma Solís,Lerma,133464
152590,Alex,Telles,Alex Telles,125793
152760,Divock,Origi,Origi,124688
152898,Ben,Davies,Davies,124204
153127,Isaac,Hayden,Hayden,136356
153133,Alex,Iwobi,Iwobi,136824
153256,Mohamed,Elneny,M.Elneny,125209
153366,Harrison,Reed,Reed,135724
153371,Sam,Gallagher,Gallagher,138027
153373,Sam,McQueen,McQueen,142438
153379,Josh,Sims,Sims,330916
153477,Conor,Masterson,Masterson,302215
153673,Jonjoe,Kenny,Kenny,255961
153682,Harry,Wilson,Wilson,333044
153723,John,Lundstram,Lundstram,126149
153772,Luke,McGee,McGee,251136
154043,Ainsley,Maitland-Niles,Maitland-Niles,255169
154048,Stephy,Mavididi,Mavididi,318750
154050,Olufela,Olomola,Olomola,312920
154051,Oviemuno,Ejaria,Ejaria,327852
154131,Jack,Stacey,Stacey,231080
154138,Tariqe,Fosu-Henry,Fosu,240848
154296,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,J.Palhinha,322774
154506,Daniel,Bachmann,Bachmann,141468
154558,Thomas,Robson,Thomas Robson,252285
154559,Michael,Ledger,Ledger,332418
154561,David,Raya Martín,Raya,276366
154566,Dominic,Solanke-Mitchell,Solanke,136459
154976,Adnan,Januzaj,Januzaj,130334
155197,Max,Lowe,Lowe,136452
155405,Kalvin,Phillips,Phillips,270446
155408,Lewis,Cook,Cook,136456
155503,Freddie,Woodman,Woodman,136466
155509,Greg,Olley,Olley,322594
155511,Adam,Armstrong,Armstrong,136460
155513,Rolando,Aarons,Aarons,235743
155529,Marek,Rodák,Rodák,256125
155561,Ludwig,Augustinsson,Augustinsson,282994
155569,Daniel,Amartey,Amartey,243552
155651,Adam,Masina,Masina,137512
155851,Lucas,Pérez,Lucas,135663
156069,Liam,Gibson,Gibson,303109
156074,Rob,Holding,Holding,288795
156658,Reece,Burke,Burke,141510
156660,Moses,Makasi,Makasi,336236
156683,Pierluigi,Gollini,Gollini,240990
156685,Joe,Rothwell,Rothwell,260784
156686,James,Weir,Weir,302386
156687,Ben,Pearson,Pearson,302391
156689,Andreas,Hoelgebaum Pereira,Andreas,243254
156690,Joshua,Harrop,Harrop,338496
156700,Carlton,Morris,Morris,263188
157665,Filip,Lesniak,Lesniak,320639
157668,Harry,Winks,Winks,143990
157775,Ken,Sema,Sema,145392
157882,Takumi,Minamino,Minamino,262838
158074,Gabriel Armando,de Abreu,Gabriel,76810
158499,Ryan,Christie,Christie,128882
158534,Kyle,Walker-Peters,Walker-Peters,313672
158544,Jake,Hesketh,Hesketh,255505
158983,Endo,Wataru,Endo,86829
159039,Antonio,Barreca,Barreca,143524
159506,Ola,Aina,Aina,315543
159533,Adama,Traoré Diarra,Adama,140088
160190,Kasey,Palmer,Palmer,315544
160729,Jason,Denayer,Denayer,243511
160816,Donald,Love,Love,303379
160817,Patrick,McNair,McNair,244565
160987,Jean-Philippe,Gbamin,Gbamin,129758
162651,Samir,Caetano de Souza Santos,Samir,131337
163463,Papa Alioune,Ndiaye,Badou Ndiaye,112698
163526,Edimilson,Fernandes,Fernandes,130964
163776,Erdal,Rakip,Rakip,131030
164011,Mbaye,Diagne,Diagne,142072
164484,Zack,Steffen,Steffen,145473
164511,Yerry,Mina,Mina,318432
164555,Vladimír,Coufal,Coufal,111372
165153,Timo,Werner,Werner,130903
165183,Amari'i,Bell,Bell,141209
165210,Alireza,Jahanbakhsh,Jahanbakhsh,133390
165659,Diego Carlos,Santos Silva,Diego Carlos,134984
165808,Hélder Wander,Sousa de Azevedo e Costa,Costa,118127
165809,Bernardo,Mota Veiga de Carvalho e Silva,Bernardo,136741
165911,Bartosz,Kapustka,Kapustka,295603
165990,Vincent,Janssen,Janssen,133381
166324,Ivan,Neves Abreu Cavaleiro,I.Cavaleiro,137386
166325,Carlos,Ribeiro Dias,Cafú,118121
166477,Timothy,Castagne,Castagne,141169
166640,Fabián,Balbuena,Balbuena,282871
166989,Youri,Tielemans,Tielemans,136345
167074,Kenny,Tete,Tete,145996
167075,Wesley,Hoedt,Hoedt,141172
167191,Marcus,Myers-Harness,Harness,135714
167199,Thomas,Partey,Thomas,238940
167473,José,Izquierdo,Izquierdo,243548
167512,Luke,O'Nien,O'Nien,134373
167522,Jordan,Hugill,Hugill,139334
167767,Robert Kenedy,Nunes do Nascimento,Kenedy,132838
167789,Baily,Cargill,Cargill,140889
167878,Ben,Osborn,Osborn,140667
167887,Josh,Laurent,Laurent,142676
167888,Joe,Lumley,Lumley,288788
168035,Fred,Onyedinma,Onyedinma,141431
168090,Mahmoud,Dahoud,Dahoud,135092
168172,Joe,Lolley,Lolley,138785
168196,Joel Dinis,Castro Pereira,Joel Pereira,312584
168281,Scott,McKenna,McKenna,364624
168287,Jonathan,Calleri,Calleri,133445
168290,Ignacio,Pussetto,Pussetto,134698
168399,Will,Norris,Norris,139866
168547,Ethan,Horvath,Horvath,296544
168566,Georges-Kévin,Nkoudou,Nkoudou,134887
168580,Ayoze,Pérez,Pérez,135366
168636,Enes,Ünal,Enes Ünal,134695
168717,Maksymilian,Stryjek,Stryjek,259134
168763,Cameron,Carter-Vickers,Carter-Vickers,301029
168764,Luke,Amos,Amos,329492
168765,Josh,Onomah,Onomah,136455
168977,Joel,Coleman,Coleman,135179
168991,Philip,Billing,Philip,145277
169061,Dael,Fry,Fry,288989
169102,Tiemoué,Bakayoko,Bakayoko,135211
169130,Joel,Taylor,Taylor,332836
169141,Steve,Mounie,Mounie,135259
169187,Trent,Alexander-Arnold,Alexander-Arnold,318871
169359,Matt,Targett,Targett,136776
169432,Oliver,McBurnie,McBurnie,138695
169527,Joe,Williams,Joe Williams,255962
169528,Antonee,Robinson,Robinson,306581
169535,Julien,de Sart,de Sart,136396
169593,Remi,Matthews,Matthews,229492
169735,Noor,Husin,Husin,331923
169743,Connor,Mahoney,Mahoney,135773
170137,Allan,Saint-Maximin,Saint-Maximin,135891
170154,Pablo,Maffeo,Maffeo,294848
170271,Jean Michaël,Seri,Seri,136262
170851,Josh,Robson,Josh Robson,294516
171099,Hassane,Kamara,Kamara,239881
171101,Clément,Lenglet,Lenglet,236511
171129,Diego,Rico,Rico,323352
171162,Charly,Musonda,Musonda,303172
171270,Kieran,Dowell,Dowell,136458
171277,Demetri,Mitchell,Mitchell,136457
171287,Joe,Gomez,Gomez,136451
171314,Rúben,dos Santos Gato Alves Dias,Rúben,313171
171317,Rúben,da Silva Neves,Neves,238244
171319,Renato,Sanches,Sanches,299450
171771,Jan,Bednarek,Bednarek,136742
171975,Callum,Robinson,Callum Robinson,138768
172246,Florent,Hadergjonaj,Hadergjonaj,136896
172453,Sam,Szmodics,Szmodics,138686
172551,Callum,Roberts,Roberts,256534
172567,Josh,Cullen,Cullen,273292
172632,Demarai,Gray,Gray,136945
172649,Dean,Henderson,Henderson,304008
172780,James,Maddison,Maddison,137015
172782,Josh,Brownhill,Brownhill,138929
172841,Saïd,Benrahma,Benrahma,137021
172850,Ben,Chilwell,Chilwell,299272
172912,Sofyan,Amrabat,Amrabat,248144
173268,Ivo,Grbic,Grbić,377309
173271,Duje,Caleta-Car,Caleta-Car,251134
173514,Isaac,Success Ajayi,Success,145940
173515,Kelechi,Iheanacho,Iheanacho,289253
173792,Reece,Oxford,Oxford,260779
173804,Layton,Ndukwu,Ndukwu,357426
173807,Tom,Davies,T.Davies,316077
173809,Jonathan,Leko,Leko,315290
173810,Darnell,Johnson,Johnson,396318
173818,Nathan,Broadhead,Broadhead,349671
173821,Tyler,Roberts,Roberts,280771
173879,Tammy,Abraham,Abraham,317506
173904,Davinson,Sánchez,Sánchez,322655
173954,Jairo,Riedewald,Riedewald,141246
174248,George,Thomas,Thomas,138445
174292,Marco,Asensio,M.Asensio,137467
174310,Elijah,Adebayo,Adebayo,362145
174590,Jacob,Maddox,Maddox,362196
174592,Marcus,Edwards,Edwards,279177
174593,Kyle,Edwards,Edwards,297020
174594,Lukas,Nmecha,Nmecha,347340
174874,Joachim,Andersen,Andersen,231135
174932,Sergi,Canós Tenés,Canós,295964
175351,Demeaco,Duhaney,Duhaney,349568
175353,Ayotomiwa,Dele-Bashiru,Dele-Bashiru,350062
175592,Naby,Keita,Keita,243510
175941,Alfie,Whiteman,Whiteman,328106
175946,Víctor,Camarasa,Camarasa,140957
176295,Matthew,Willock,Willock,335593
176296,Ashley,Fletcher,Fletcher,302206
176297,Marcus,Rashford,Rashford,300299
176413,Christian,Pulisic,Pulisic,302692
176414,Luca,De La Torre,De La Torre,322406
176420,Darnell,Furlong,Furlong,262401
176706,Alfie,Jones,Jones,323793
177815,Dominic,Calvert-Lewin,Calvert-Lewin,141469
178186,Jarrod,Bowen,Bowen,322596
178301,Ollie,Watkins,Watkins,148503
178304,Lys,Mousset,Mousset,296332
178867,Antonio,Martinez Lopez,Martínez,280060
178871,Aleix,García Serrano,García,280663
178876,Jesús,Vallejo Lázaro,Vallejo,238901
179018,Miguel,Almirón Rejala,Almirón,303924
179261,Zachary,Dearnley,Dearnley,338499
179268,Marc,Cucurella Saseta,Cucurella,363496
179276,Mathias,Normann,Normann,320959
179456,Oskar,Buur,Buur,345769
179458,Jacob,Bruun Larsen,Bruun Larsen,307202
179519,Orel,Mangala,Mangala,344073
179587,Dennis,Srbeny,Srbeny,142470
179596,Elliott,Moore,Moore,338118
179725,Carl,Stewart,Stewart,332412
179829,Josh,Pask,Pask,284122
179830,Grady,Diangana,Diangana,306943
180135,Sean,Longstaff,Longstaff,342811
180151,Nikola,Vlašić,Vlašić,343975
180184,Donny,van de Beek,Van de Beek,275035
180294,Karlan,Grant,Grant,244568
180736,Trevoh,Chalobah,Chalobah,353292
180804,Axel,Tuanzebe,Tuanzebe,299271
180974,Joelinton Cássio,Apolinário de Lira,Joelinton,201755
181008,Albian,Ajeti,Ajeti,143693
181284,Gonçalo Manuel,Ganchinho Guedes,Guedes,247995
181397,Jamie,Sterry,Sterry,276986
181489,Alex,Pike,Pike,284123
181911,Kyle,Scott,Scott,342565
182156,Leroy,Sané,Sané,144711
182436,Ben,Woodburn,Woodburn,330818
182539,Daniel,Ceballos Fernández,Ceballos,144890
182960,Pau,López Sabata,Pau López,145427
183015,Cedric,Kipre,Kipre,361329
183487,Nathan,Holland,Holland,336237
183656,Josh,Dasilva,Dasilva,318744
183751,Manuel,Benson Hedilazio,Benson,400244
184029,Martin,Ødegaard,Ødegaard,247454
184193,Jordan,Smith,Smith,322566
184254,Guglielmo,Vicario,Vicario,147863
184259,Richard,Nartey,Nartey,382369
184341,Mason,Mount,Mount,343346
184349,Ryan,Sessegnon,Sessegnon,322611
184386,James,Bree,Bree,148474
184667,Victor,Lindelöf,Lindelöf,100008
184704,Marvelous,Nakamba,Nakamba,243249
184754,Hwang,Hee-chan,Hee Chan,262854
185056,Mateusz,Hewelt,Hewelt,329677
185253,Gustavo Henrique,Furtado Scarpa,G.Scarpa,149738
185431,Ali,Gabr,Gabr,333025
185478,Jarosław,Jach,Jach,339499
189627,Dimitris,Giannoulis,Giannoulis,296838
191769,Jonathan,Benteke,Jonathan Benteke,326414
191866,Kristoffer,Ajer,Ajer,321085
192182,Kieran,O'Hara,O'Hara,295133
192290,Connor,Roberts,Roberts,135865
192301,Jon Gorenc,Stankovic,Stankovic,254128
192303,Christoph,Zimmermann,Zimmermann,228569
192895,Kieran,Tierney,Tierney,297403
193109,Callum,Slattery,Slattery,368415
193111,Todd,Cantwell,Cantwell,346738
193195,Allan,Campbell,Campbell,397153
193204,Joe,Aribo,Aribo,342877
193488,Anwar,El Ghazi,El Ghazi,232261
193645,Robin,Koch,Koch,276205
194010,Rico,Henry,Henry,229562
194126,Michael,Verrips,Verrips,298805
194164,Mason,Holgate,Holgate,297544
194190,Harry,Souttar,Souttar,344380
194252,Steven,Bergwijn,Bergwijn,279425
194401,Adalberto,Peñaranda,Peñaranda,300438
194634,Diogo,Teixeira da Silva,Diogo J.,235755
194794,Fikayo,Tomori,Tomori,317507
194798,Bernard,Ashley-Seal,Ashley-Seal,363974
194799,Jamal,Lewis,Lewis,350138
195064,Mace,Goodridge,Goodridge,389088
195384,Mikel,Merino Zazón,Merino,238916
195471,Anthony,Driscoll-Glennon,Driscoll-Glennon,373461
195473,Rhian,Brewster,Brewster,336285
195480,Josh,Maja,Maja,325156
195546,Emiliano,Buendía Stati,Buendía,260592
195728,Alex,Kral,Kral,369861
195735,Nicolas,Pépé,Pepe,239872
195774,Gedson,Carvalho Fernandes,Fernandes,361726
195851,Scott,McTominay,McTominay,336915
195855,Beni,Baningime,Baningime,347436
195859,Marcus,Browne,Browne,303387
195860,Joe,Powell,Powell,364017
195864,Sam,Field,Field,317243
195899,Gianluca,Scamacca,Scamacca,302650
196100,Gustavo,Hamer,Hamer,332143
196118,Yoshinori,Muto,Muto,132210
196411,Conor,Chaplin,Chaplin,256129
197024,Guido,Rodríguez,G.Rodriguez,303876
197030,Aboubakar,Kamara,Kamara,243076
197365,Eric,Bailly,Bailly,243814
197464,Nathaniel,Phillips,N.Phillips,381527
197469,Hamza,Choudhury,Choudhury,312670
197937,Oliver,Burke,Burke,244303
198044,Harry,Lewis,Lewis,329820
198501,Sead,Haksabanovic,Haksabanovic,330545
198504,Kazaiah,Sterling,Sterling,349567
198826,Ben,Godfrey,Godfrey,287504
198842,Connor,Ronan,Ronan,294524
198847,Bright,Enobakhare,Enobakhare,294003
198849,Lucas,Torreira di Pascua,Torreira,248109
198869,Benjamin,White,White,322036
199056,Gabriel,Osho,Osho,366080
199170,Moussa,Niakhaté,Niakhaté,296319
199249,Sergio,Reguilón,Reguilón,362275
199404,Tashan,Oakley-Boothe,Oakley-Boothe,344695
199583,Dujon,Sterling,Sterling,345846
199584,Japhet,Tanganga,Tanganga,384063
199598,Ethan,Ampadu,Ampadu,322418
199670,Odsonne,Édouard,Édouard,317504
199796,Matty,Cash,Cash,322043
199798,Ezri,Konsa Ngoyo,Konsa,301440
199806,Dion,Henry,Henry,249848
200088,Daniel,N'Lundulu,Nlundulu,382519
200089,Joe,Willock,Willock,342563
200370,Matt,Butcher,Butcher,300771
200402,Nélson,Cabral Semedo,N.Semedo,296363
200439,Che,Adams,Adams,256419
200455,Julien,Ngoy,Ngoy,323564
200600,Daniel,Castelo Podence,Podence,300513
200617,Daniel,James,James,302313
200641,Reiss,Nelson,Nelson,342564
200720,Caoimhín,Kelleher,Kelleher,322176
200785,Tyler,Adams,Adams,315275
200826,Giovani,Lo Celso,Lo Celso,303908
200834,Nordi,Mukiele,Mukiele,299077
200878,Filip,Krovinovic,Krovinovic,322579
200884,Tyrese,Campbell,Campbell,353665
201057,Thilo,Kehrer,Kehrer,255167
201084,Timothy,Fosu-Mensah,Fosu-Mensah,312739
201410,Auston,Trusty,Trusty,298687
201440,Hwang,Ui-jo,Ui-jo,127571
201595,Lucas Estella,Perri,Perri,307564
201658,Marcus,Tavernier,Tavernier,344314
201666,Harvey,Barnes,Barnes,331382
201667,Josh,Knight,Knight,344317
201895,Omar,Alderete,Alderete,344639
202174,Greg,Luer,Luer,288783
202641,André,Onana,Onana,260843
202993,Rodrigo,Bentancur,Bentancur,303657
203325,André-Frank,Zambo Anguissa,Anguissa,349561
203341,Wilfred,Ndidi,Ndidi,327683
203368,Frédéric,Guilbert,Guilbert,260493
203389,Nathan,Tella,Tella,395472
204043,Arthur Henrique,Ramos de Oliveira Melo,Arthur,284114
204120,Olivier,Boscagli,Boscagli,260809
204214,Pervis,Estupiñán Tenorio,Estupiñan,298694
204216,Keshi,Anderson,Anderson,297165
204380,Juninho,Bacuna,Bacuna,261143
204454,Isaac,Mbenza,Mbenza,296317
204480,Declan,Rice,Rice,332325
204481,Tyreke,Johnson,Johnson,367927
204580,Vitaly,Janelt,Janelt,298689
204646,Donyell,Malen,Malen,351354
204676,Andi,Zeqiri,Zeqiri,280621
204716,Ibrahima,Konaté,Konaté,345957
204727,Malang,Sarr,M.Sarr,322747
204760,Michael,Folivi,Folivi,332416
204814,Ben,Brereton Díaz,Brereton Díaz,332839
204819,Elliot,Embleton,Embleton,332326
204820,George,Marsh,Marsh,365589
204863,Ryan,Manning,Manning,332402
204936,Gianluigi,Donnarumma,Donnarumma,262515
204968,Ryan,Yates,Yates,342830
205102,Ramadan,Sobhi,Sobhi,260289
205135,Samuel,Shashoua,Shashoua,338119
205533,Eddie,Nketiah,Nketiah,345845
205651,Gabriel,Fernando de Jesus,G.Jesus,279379
205836,Saman,Ghoddos,Ghoddos,320575
206325,Oleksandr,Zinchenko,Zinchenko,273257
206915,Curtis,Jones,C.Jones,355354
207189,Sander,Berge,Berge,321020
207270,Daniel,Iversen,Iversen,339672
207283,Mathias,Jensen,Jensen,339674
207300,Mihai-Alexandru,Dobre,Dobre,362805
207725,Daniel,Agyei,Agyei,275887
208706,Bruno,Guimarães Rodriguez Moura,Bruno G.,338780
208904,Mads Juel,Andersen,Andersen,379632
208912,Joe,Worrall,Worrall,315714
208973,Francisco,Sierralta,Sierralta,362761
208987,Jeff,Reine-Adelaide,Reine-Adelaide,277239
208998,Zeze Steven,Sessegnon,Sessegnon,342888
209036,Marc,Guéhi,Guéhi,374631
209037,Zech,Medley,Medley,365239
209040,Timothy,Eyoma,Eyoma,365588
209041,Angel,Gomes,Angel,338497
209042,Oliver,Skipp,Skipp,364215
209043,Nya,Kirby,Kirby,353696
209045,Taylor,Richards,Richards,369230
209046,Callum,Hudson-Odoi,Hudson-Odoi,350088
209212,Thomas,Edwards,Edwards,333311
209243,Jadon,Sancho,Sancho,346300
209244,Phil,Foden,Foden,331254
209288,Tom,McGill,McGill,391266
209289,Emile,Smith Rowe,Smith Rowe,363686
209293,Daiki,Hashioka,Hashioka,411101
209353,Patrick,Cutrone,Cutrone,329681
209362,Bernardo,Fernandes Da Silva Junior,Bernardo,302588
209365,Matthijs,de Ligt,De Ligt,320374
209400,Daichi,Kamada,Kamada,344166
209411,Joe,Tupper,Tupper,369071
209413,Jordi,Osei-Tutu,Osei-Tutu,347048
209418,Tobi,Omole,Omole,425052
209419,Max,Melbourne,Melbourne,349444
209420,Joy,Mukena,Mukena,351777
209925,Xande,Nascimento da Costa Silva,Xande Silva,323096
